2011-12-21 13:12:54.007551, admin, 2011-12-21 13:43:18.632758, 0:30:24, admin, Emails;lsa,ulab,various.
2011-12-21 13:03:42.306206, palmer, 2011-12-21 13:08:58.736060, 0:05:16, palmer, talked about the project delay until mid jan.
2011-12-21 13:48:58.736060, bank, 2011-12-21 13:59:23.994550, 0:10:25, bank, Called HSBC,they're a bunch of fuckers.
2011-12-21 14:04:43.246963, PSR, 2011-12-21 15:04:56.560661, 1:00:13, PSR, Ex 5 minimal work.
2011-12-21 15:35:04.705780, admin, 2011-12-21 15:35:17.316387, 0:00:13, admin, Passport scans,and such.
2011-12-21 15:52:44.997882, PSR, 2011-12-21 16:12:54.040815, 0:20:10, PSR, Sent in ex 5
2011-12-21 20:53:37.509012, coding, 2011-12-21 21:23:45.216462, 0:30:08, coding, Worked on fence
2011-12-21 21:43:53.876186, palmer, 2011-12-21 21:54:06.316580, 0:10:13, palmer, Read on ethnolinguistic diversity.
2011-12-31 11:26:10.943742, blog, 2011-12-31 12:36:20.560605, 1:10:10, blog, Edited the format.
2011-12-31 12:58:52.207698, blog, 2011-12-31 13:49:02.733189, 0:50:10, blog, year in review.
